Date,Type,Link
2022-08-21 02:08:25,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6964907939472056320
2022-07-26 05:49:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6952500303640346624
2022-07-26 05:46:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6957542692209704960
2022-07-22 13:55:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6953646932506337280
2022-07-22 13:52:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6956177673895190528
2022-07-22 13:51:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6953361338572115969
2022-07-10 10:30:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6950661137205997568
2022-07-07 13:29:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6947453943857786880
2022-06-28 16:39:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6946150856308199424
2022-06-28 16:39:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6947521354283839488
2022-06-28 03:07:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6945579876464615426
2022-06-27 07:01:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6943127394060759040
2022-06-26 18:07:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6946084394927284225
2022-06-23 08:48:56,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6945049650122948608
2022-06-19 17:19:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6943602409705254912
2022-06-19 17:04:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6943816874694426624
2022-06-11 14:48:40,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6939987590016028673
2022-05-31 03:23:26,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6934104448143110144
2022-05-19 06:26:59,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6932584488724025344
2022-05-18 16:23:09,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6930856756495405057
2022-05-18 16:22:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6928593779666862080
2022-05-09 15:18:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6925313713012912128
2022-05-06 03:23:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6928016650327789568
2022-05-02 14:56:49,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6922389723361533952
2022-04-21 09:20:38,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6921645278806614016
2022-04-21 09:20:28,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6920294232956030977
2022-04-21 09:19:55,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6917493151569973249
2022-04-11 14:00:38,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6917805911839268865
2022-04-08 10:03:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6917823360307458048
2022-04-04 04:58:57,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6913447753230536704
2022-03-26 13:47:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6912289124162916352
2022-03-26 04:25:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6912434172137545729
2022-03-23 15:27:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904526766371938304
2022-03-19 15:43:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6910957272386940928
2022-03-02 17:12:36,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900470061492957184
2022-02-07 16:13:10,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6896175250032136192
2022-01-03 17:54:13,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883307513870086144
2021-12-11 16:13:50,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6868882032441851904
2021-11-18 04:08:25,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6866816226350374914
2021-11-04 04:15:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6855337726179360768
2021-10-29 14:34:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6855756069394898944
2021-09-13 15:52:16,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6843052009696878592
2021-09-10 18:06:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6840252041504321536
2021-09-06 18:33:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6840195752870891520
2021-09-02 17:14:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6839097803831156736
2021-08-24 07:45:00,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6834711054291931136
2021-07-10 18:16:57,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6817414013262163968
2021-07-02 16:48:28,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6813377339834036224
2021-07-02 16:46:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6816559872318988288
2021-06-22 04:08:58,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2231152-6812727185518931969
2021-06-22 04:04:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6811586506411667456
2021-06-14 21:02:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6809379485964750848
2021-06-04 18:25:01,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6806528428255404032
2021-06-02 15:32:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6805865484257513472
2021-03-29 03:16:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6782137881935929344
2021-03-11 23:56:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6766947104125394944
2021-01-31 06:19:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6760880742689075200
2020-12-11 06:45:08,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6740671069516001280
2020-11-20 13:44:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6735502342365573120
2020-06-08 17:10:15,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6675805798028976129
2020-05-15 08:33:55,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6666661672205332480
